,group,sub_group,sub_sub_group,dataset,shape,size
584,AwakeEventData,SPS.BCTDC.51895,Acquisition,range1Data,"(1120,)",1120
585,AwakeEventData,SPS.BCTDC.51895,Acquisition,range2Data,"(1120,)",1120
586,AwakeEventData,SPS.BCTDC.51895,Acquisition,range3Data,"(1120,)",1120
587,AwakeEventData,SPS.BCTDC.51895,Acquisition,range4Data,"(1120,)",1120
588,AwakeEventData,SPS.BCTDC.51895,Acquisition,samplingTime,"(1,)",1
589,AwakeEventData,SPS.BCTDC.51895,Acquisition,sbfCycleTime,"(1,)",1
590,AwakeEventData,SPS.BCTDC.51895,Acquisition,sbfIntensity,"(1,)",1
591,AwakeEventData,SPS.BCTDC.51895,Acquisition,selectedRange,"(1,)",1
592,AwakeEventData,SPS.BCTDC.51895,Acquisition,slowCycleTime,"(1,)",1
593,AwakeEventData,SPS.BCTDC.51895,Acquisition,slowExtInt,"(1,)",1
594,AwakeEventData,SPS.BCTDC.51895,Acquisition,superCycleNb,"(1,)",1
595,AwakeEventData,SPS.BCTDC.51895,Acquisition,totalIntensity,"(940,)",940
596,AwakeEventData,SPS.BCTDC.51895,Acquisition,totalIntensity4Ranges,"(4, 1120)",4480
597,AwakeEventData,SPS.BCTDC.51895,Acquisition,totalIntensity_unit,"(1,)",1
598,AwakeEventData,SPS.BCTDC.51895,Acquisition,totalIntensity_unitExponent,"(1,)",1
599,AwakeEventData,SPS.BCTDC.51895,Acquisition,vmodStatus,"(1,)",1
600,AwakeEventData,SPSBQMSPSv1,Acquisition,beamOk,(),1
601,AwakeEventData,SPSBQMSPSv1,Acquisition,bqmOutputEnable,(),1
602,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensities,"(288,)",288
603,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityMax,"(1,)",1
604,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityMaxThr,"(1,)",1
605,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityMean,"(1,)",1
606,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityMin,"(1,)",1
607,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityMinThr,"(1,)",1
608,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityModIndex,"(1,)",1
609,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityModIndexOk,(),1
610,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityModIndexThr,"(1,)",1
611,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityOk,(),1
612,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchIntensityStd,"(1,)",1
613,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthMax,"(1,)",1
614,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthMaxThr,"(1,)",1
615,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthMean,"(1,)",1
616,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthMin,"(1,)",1
617,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthMinThr,"(1,)",1
618,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthOk,(),1
619,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthStd,"(1,)",1
620,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthStdOk,(),1
621,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengthStdThr,"(1,)",1
622,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchLengths,"(288,)",288
623,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakMax,"(1,)",1
624,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakMaxThr,"(1,)",1
625,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakMean,"(1,)",1
626,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakMin,"(1,)",1
627,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakMinThr,"(1,)",1
628,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakOk,(),1
629,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakStd,"(1,)",1
630,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakStdOk,(),1
631,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeakStdThr,"(1,)",1
632,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPeaks,"(288,)",288
633,AwakeEventData,SPSBQMSPSv1,Acquisition,bunchPositions,"(288,)",288
634,AwakeEventData,SPSBQMSPSv1,Acquisition,diagnostic,"(1,)",1
635,AwakeEventData,SPSBQMSPSv1,Acquisition,doubletIntensitySplitOk,(),1
636,AwakeEventData,SPSBQMSPSv1,Acquisition,doublets,(),1
637,AwakeEventData,SPSBQMSPSv1,Acquisition,filledBuckets,"(288,)",288
638,AwakeEventData,SPSBQMSPSv1,Acquisition,firstBunchPositionOk,(),1
639,AwakeEventData,SPSBQMSPSv1,Acquisition,isTrailingDoublet,"(0,)",0
640,AwakeEventData,SPSBQMSPSv1,Acquisition,nAllowedLongBunches,"(1,)",1
641,AwakeEventData,SPSBQMSPSv1,Acquisition,nBunches,"(1,)",1
642,AwakeEventData,SPSBQMSPSv1,Acquisition,nBunchesMax,"(1,)",1
643,AwakeEventData,SPSBQMSPSv1,Acquisition,nBunchesMaxOk,(),1
644,AwakeEventData,SPSBQMSPSv1,Acquisition,nBunchesRamp,"(1,)",1
645,AwakeEventData,SPSBQMSPSv1,Acquisition,nSatellitesIntensity,"(1,)",1
646,AwakeEventData,SPSBQMSPSv1,Acquisition,nSatellitesMidBucket,"(1,)",1
647,AwakeEventData,SPSBQMSPSv1,Acquisition,nTooLongBunches,"(1,)",1
648,AwakeEventData,SPSBQMSPSv1,Acquisition,nWarningMessages,"(1,)",1
649,AwakeEventData,SPSBQMSPSv1,Acquisition,oscillationPercentDeltaMax,"(1,)",1
650,AwakeEventData,SPSBQMSPSv1,Acquisition,oscillationPercentDeltaMaxThr,"(1,)",1
651,AwakeEventData,SPSBQMSPSv1,Acquisition,oscillationPercentDeltas,"(1,)",1
652,AwakeEventData,SPSBQMSPSv1,Acquisition,oscillationPercentPeakMax,"(1,)",1
653,AwakeEventData,SPSBQMSPSv1,Acquisition,oscillationPercentPeakMaxThr,"(1,)",1
654,AwakeEventData,SPSBQMSPSv1,Acquisition,patternOk,(),1
655,AwakeEventData,SPSBQMSPSv1,Acquisition,satelliteBucketsIntensity,"(4620,)",4620
656,AwakeEventData,SPSBQMSPSv1,Acquisition,satelliteBucketsMid,"(4620,)",4620
657,AwakeEventData,SPSBQMSPSv1,Acquisition,satellitesIntensityThr,"(1,)",1
658,AwakeEventData,SPSBQMSPSv1,Acquisition,satellitesMidBucketThr,"(1,)",1
659,AwakeEventData,SPSBQMSPSv1,Acquisition,satellitesOk,(),1
660,AwakeEventData,SPSBQMSPSv1,Acquisition,stabilityOk,(),1
661,AwakeEventData,SPSBQMSPSv1,Acquisition,tgmNLSQCTL,(),1
662,AwakeEventData,SPSBQMSPSv1,Acquisition,tgmSCNUM,"(1,)",1
663,AwakeEventData,SPSBQMSPSv1,Acquisition,verifyPattern,(),1
664,AwakeEventData,SPSBQMSPSv1,Acquisition,warningMessages,"(50,)",50
665,AwakeEventData,SPSBQMSPSv1,Acquisition,wrongBuckets,"(288,)",288
666,AwakeEventData,SPSBQMSPSv1,RawWavesFTAcquisition,rawWaveFT,"(80000,)",80000
667,AwakeEventData,SR.AWGAMP,Status,position,"(1,)",1
668,AwakeEventData,SR.AWGPH,Status,position,"(1,)",1
669,AwakeEventData,SR.AWINTLK,PhaseAcq,phaseShifter,"(1,)",1
670,AwakeEventData,SR.SCOPE27.CH01,Acquisition,CTime,"(1,)",1
671,AwakeEventData,SR.SCOPE27.CH01,Acquisition,cycleTag,"(1,)",1
672,AwakeEventData,SR.SCOPE27.CH01,Acquisition,diffStamps,"(1,)",1
673,AwakeEventData,SR.SCOPE27.CH01,Acquisition,firstSampleTime,"(1,)",1
674,AwakeEventData,SR.SCOPE27.CH01,Acquisition,offset,"(1,)",1
675,AwakeEventData,SR.SCOPE27.CH01,Acquisition,sampleInterval,"(1,)",1
676,AwakeEventData,SR.SCOPE27.CH01,Acquisition,sensitivity,"(1,)",1
677,AwakeEventData,SR.SCOPE27.CH01,Acquisition,triggerError,"(1,)",1
678,AwakeEventData,SR.SCOPE27.CH01,Acquisition,triggerStamp,"(1,)",1
679,AwakeEventData,SR.SCOPE27.CH01,Acquisition,value,"(1, 320)",320
680,AwakeEventData,SR.SCOPE27.CH01,Acquisition,value_units,"(1,)",1
681,AwakeEventData,SR.SCOPE28.CH01,Acquisition,CTime,"(1,)",1
682,AwakeEventData,SR.SCOPE28.CH01,Acquisition,cycleTag,"(1,)",1
683,AwakeEventData,SR.SCOPE28.CH01,Acquisition,diffStamps,"(1,)",1
684,AwakeEventData,SR.SCOPE28.CH01,Acquisition,firstSampleTime,"(1,)",1
685,AwakeEventData,SR.SCOPE28.CH01,Acquisition,offset,"(1,)",1
686,AwakeEventData,SR.SCOPE28.CH01,Acquisition,sampleInterval,"(1,)",1
687,AwakeEventData,SR.SCOPE28.CH01,Acquisition,sensitivity,"(1,)",1
688,AwakeEventData,SR.SCOPE28.CH01,Acquisition,triggerError,"(1,)",1
689,AwakeEventData,SR.SCOPE28.CH01,Acquisition,triggerStamp,"(1,)",1
690,AwakeEventData,SR.SCOPE28.CH01,Acquisition,value,"(1, 320)",320
691,AwakeEventData,SR.SCOPE28.CH01,Acquisition,value_units,"(1,)",1
692,AwakeEventData,SR.SCOPE29.CH01,Acquisition,CTime,"(1,)",1
693,AwakeEventData,SR.SCOPE29.CH01,Acquisition,cycleTag,"(1,)",1
694,AwakeEventData,SR.SCOPE29.CH01,Acquisition,diffStamps,"(1,)",1
695,AwakeEventData,SR.SCOPE29.CH01,Acquisition,firstSampleTime,"(1,)",1
696,AwakeEventData,SR.SCOPE29.CH01,Acquisition,offset,"(1,)",1
697,AwakeEventData,SR.SCOPE29.CH01,Acquisition,sampleInterval,"(1,)",1
698,AwakeEventData,SR.SCOPE29.CH01,Acquisition,sensitivity,"(1,)",1
699,AwakeEventData,SR.SCOPE29.CH01,Acquisition,triggerError,"(1,)",1
700,AwakeEventData,SR.SCOPE29.CH01,Acquisition,triggerStamp,"(1,)",1
701,AwakeEventData,SR.SCOPE29.CH01,Acquisition,value,"(1, 320)",320
702,AwakeEventData,SR.SCOPE29.CH01,Acquisition,value_units,"(1,)",1
703,AwakeEventData,SR.SCOPE30.CH01,Acquisition,CTime,"(1,)",1
704,AwakeEventData,SR.SCOPE30.CH01,Acquisition,cycleTag,"(1,)",1
705,AwakeEventData,SR.SCOPE30.CH01,Acquisition,diffStamps,"(1,)",1
706,AwakeEventData,SR.SCOPE30.CH01,Acquisition,firstSampleTime,"(1,)",1
707,AwakeEventData,SR.SCOPE30.CH01,Acquisition,offset,"(1,)",1
708,AwakeEventData,SR.SCOPE30.CH01,Acquisition,sampleInterval,"(1,)",1
709,AwakeEventData,SR.SCOPE30.CH01,Acquisition,sensitivity,"(1,)",1
710,AwakeEventData,SR.SCOPE30.CH01,Acquisition,triggerError,"(1,)",1
711,AwakeEventData,SR.SCOPE30.CH01,Acquisition,triggerStamp,"(1,)",1
712,AwakeEventData,SR.SCOPE30.CH01,Acquisition,value,"(1, 4000)",4000
713,AwakeEventData,SR.SCOPE30.CH01,Acquisition,value_units,"(1,)",1
714,AwakeEventData,SR.SCOPE30.CH02,Acquisition,CTime,"(1,)",1
715,AwakeEventData,SR.SCOPE30.CH02,Acquisition,cycleTag,"(1,)",1
716,AwakeEventData,SR.SCOPE30.CH02,Acquisition,diffStamps,"(1,)",1
717,AwakeEventData,SR.SCOPE30.CH02,Acquisition,firstSampleTime,"(1,)",1
718,AwakeEventData,SR.SCOPE30.CH02,Acquisition,offset,"(1,)",1
719,AwakeEventData,SR.SCOPE30.CH02,Acquisition,sampleInterval,"(1,)",1
720,AwakeEventData,SR.SCOPE30.CH02,Acquisition,sensitivity,"(1,)",1
721,AwakeEventData,SR.SCOPE30.CH02,Acquisition,triggerError,"(1,)",1
722,AwakeEventData,SR.SCOPE30.CH02,Acquisition,triggerStamp,"(1,)",1
723,AwakeEventData,SR.SCOPE30.CH02,Acquisition,value,"(1, 4000)",4000
724,AwakeEventData,SR.SCOPE30.CH02,Acquisition,value_units,"(1,)",1
725,AwakeEventData,SR.SCOPE43.CH01,Acquisition,CTime,"(1,)",1
726,AwakeEventData,SR.SCOPE43.CH01,Acquisition,cycleTag,"(1,)",1
727,AwakeEventData,SR.SCOPE43.CH01,Acquisition,diffStamps,"(1,)",1
728,AwakeEventData,SR.SCOPE43.CH01,Acquisition,firstSampleTime,"(1,)",1
729,AwakeEventData,SR.SCOPE43.CH01,Acquisition,offset,"(1,)",1
730,AwakeEventData,SR.SCOPE43.CH01,Acquisition,sampleInterval,"(1,)",1
731,AwakeEventData,SR.SCOPE43.CH01,Acquisition,sensitivity,"(1,)",1
732,AwakeEventData,SR.SCOPE43.CH01,Acquisition,triggerError,"(1,)",1
733,AwakeEventData,SR.SCOPE43.CH01,Acquisition,triggerStamp,"(1,)",1
734,AwakeEventData,SR.SCOPE43.CH01,Acquisition,value,"(1, 352)",352
735,AwakeEventData,SR.SCOPE43.CH01,Acquisition,value_units,"(1,)",1
736,AwakeEventData,SR.SCOPE43.CH02,Acquisition,CTime,"(1,)",1
737,AwakeEventData,SR.SCOPE43.CH02,Acquisition,cycleTag,"(1,)",1
738,AwakeEventData,SR.SCOPE43.CH02,Acquisition,diffStamps,"(1,)",1
739,AwakeEventData,SR.SCOPE43.CH02,Acquisition,firstSampleTime,"(1,)",1
740,AwakeEventData,SR.SCOPE43.CH02,Acquisition,offset,"(1,)",1
741,AwakeEventData,SR.SCOPE43.CH02,Acquisition,sampleInterval,"(1,)",1
742,AwakeEventData,SR.SCOPE43.CH02,Acquisition,sensitivity,"(1,)",1
743,AwakeEventData,SR.SCOPE43.CH02,Acquisition,triggerError,"(1,)",1
744,AwakeEventData,SR.SCOPE43.CH02,Acquisition,triggerStamp,"(1,)",1
745,AwakeEventData,SR.SCOPE43.CH02,Acquisition,value,"(1, 352)",352
746,AwakeEventData,SR.SCOPE43.CH02,Acquisition,value_units,"(1,)",1
747,AwakeEventData,SR.SCOPE43.CH03,Acquisition,CTime,"(1,)",1
748,AwakeEventData,SR.SCOPE43.CH03,Acquisition,cycleTag,"(1,)",1
749,AwakeEventData,SR.SCOPE43.CH03,Acquisition,diffStamps,"(1,)",1
750,AwakeEventData,SR.SCOPE43.CH03,Acquisition,firstSampleTime,"(1,)",1
751,AwakeEventData,SR.SCOPE43.CH03,Acquisition,offset,"(1,)",1
752,AwakeEventData,SR.SCOPE43.CH03,Acquisition,sampleInterval,"(1,)",1
753,AwakeEventData,SR.SCOPE43.CH03,Acquisition,sensitivity,"(1,)",1
754,AwakeEventData,SR.SCOPE43.CH03,Acquisition,triggerError,"(1,)",1
755,AwakeEventData,SR.SCOPE43.CH03,Acquisition,triggerStamp,"(1,)",1
756,AwakeEventData,SR.SCOPE43.CH03,Acquisition,value,"(1, 352)",352
757,AwakeEventData,SR.SCOPE43.CH03,Acquisition,value_units,"(1,)",1
758,AwakeEventData,SR.SCOPE43.CH04,Acquisition,CTime,"(1,)",1
759,AwakeEventData,SR.SCOPE43.CH04,Acquisition,cycleTag,"(1,)",1
760,AwakeEventData,SR.SCOPE43.CH04,Acquisition,diffStamps,"(1,)",1
761,AwakeEventData,SR.SCOPE43.CH04,Acquisition,firstSampleTime,"(1,)",1
762,AwakeEventData,SR.SCOPE43.CH04,Acquisition,offset,"(1,)",1
763,AwakeEventData,SR.SCOPE43.CH04,Acquisition,sampleInterval,"(1,)",1
764,AwakeEventData,SR.SCOPE43.CH04,Acquisition,sensitivity,"(1,)",1
765,AwakeEventData,SR.SCOPE43.CH04,Acquisition,triggerError,"(1,)",1
766,AwakeEventData,SR.SCOPE43.CH04,Acquisition,triggerStamp,"(1,)",1
767,AwakeEventData,SR.SCOPE43.CH04,Acquisition,value,"(1, 352)",352
768,AwakeEventData,SR.SCOPE43.CH04,Acquisition,value_units,"(1,)",1
769,AwakeEventData,SR.SCOPE43.CH05,Acquisition,CTime,"(1,)",1
770,AwakeEventData,SR.SCOPE43.CH05,Acquisition,cycleTag,"(1,)",1
771,AwakeEventData,SR.SCOPE43.CH05,Acquisition,diffStamps,"(1,)",1
772,AwakeEventData,SR.SCOPE43.CH05,Acquisition,firstSampleTime,"(1,)",1
773,AwakeEventData,SR.SCOPE43.CH05,Acquisition,offset,"(1,)",1
774,AwakeEventData,SR.SCOPE43.CH05,Acquisition,sampleInterval,"(1,)",1
775,AwakeEventData,SR.SCOPE43.CH05,Acquisition,sensitivity,"(1,)",1
776,AwakeEventData,SR.SCOPE43.CH05,Acquisition,triggerError,"(1,)",1
777,AwakeEventData,SR.SCOPE43.CH05,Acquisition,triggerStamp,"(1,)",1
778,AwakeEventData,SR.SCOPE43.CH05,Acquisition,value,"(1, 352)",352
779,AwakeEventData,SR.SCOPE43.CH05,Acquisition,value_units,"(1,)",1
780,AwakeEventData,SR.SCOPE43.CH06,Acquisition,CTime,"(1,)",1
781,AwakeEventData,SR.SCOPE43.CH06,Acquisition,cycleTag,"(1,)",1
782,AwakeEventData,SR.SCOPE43.CH06,Acquisition,diffStamps,"(1,)",1
783,AwakeEventData,SR.SCOPE43.CH06,Acquisition,firstSampleTime,"(1,)",1
784,AwakeEventData,SR.SCOPE43.CH06,Acquisition,offset,"(1,)",1
785,AwakeEventData,SR.SCOPE43.CH06,Acquisition,sampleInterval,"(1,)",1
786,AwakeEventData,SR.SCOPE43.CH06,Acquisition,sensitivity,"(1,)",1
787,AwakeEventData,SR.SCOPE43.CH06,Acquisition,triggerError,"(1,)",1
788,AwakeEventData,SR.SCOPE43.CH06,Acquisition,triggerStamp,"(1,)",1
789,AwakeEventData,SR.SCOPE43.CH06,Acquisition,value,"(1, 252)",252
790,AwakeEventData,SR.SCOPE43.CH06,Acquisition,value_units,"(1,)",1
791,AwakeEventData,SR.SCOPE43.CH07,Acquisition,CTime,"(1,)",1
792,AwakeEventData,SR.SCOPE43.CH07,Acquisition,cycleTag,"(1,)",1
793,AwakeEventData,SR.SCOPE43.CH07,Acquisition,diffStamps,"(1,)",1
794,AwakeEventData,SR.SCOPE43.CH07,Acquisition,firstSampleTime,"(1,)",1
795,AwakeEventData,SR.SCOPE43.CH07,Acquisition,offset,"(1,)",1
796,AwakeEventData,SR.SCOPE43.CH07,Acquisition,sampleInterval,"(1,)",1
797,AwakeEventData,SR.SCOPE43.CH07,Acquisition,sensitivity,"(1,)",1
798,AwakeEventData,SR.SCOPE43.CH07,Acquisition,triggerError,"(1,)",1
799,AwakeEventData,SR.SCOPE43.CH07,Acquisition,triggerStamp,"(1,)",1
800,AwakeEventData,SR.SCOPE43.CH07,Acquisition,value,"(1, 352)",352
801,AwakeEventData,SR.SCOPE43.CH07,Acquisition,value_units,"(1,)",1
802,AwakeEventData,SR.SCOPE43.CH08,Acquisition,CTime,"(1,)",1
803,AwakeEventData,SR.SCOPE43.CH08,Acquisition,cycleTag,"(1,)",1
804,AwakeEventData,SR.SCOPE43.CH08,Acquisition,diffStamps,"(1,)",1
805,AwakeEventData,SR.SCOPE43.CH08,Acquisition,firstSampleTime,"(1,)",1
806,AwakeEventData,SR.SCOPE43.CH08,Acquisition,offset,"(1,)",1
807,AwakeEventData,SR.SCOPE43.CH08,Acquisition,sampleInterval,"(1,)",1
808,AwakeEventData,SR.SCOPE43.CH08,Acquisition,sensitivity,"(1,)",1
809,AwakeEventData,SR.SCOPE43.CH08,Acquisition,triggerError,"(1,)",1
810,AwakeEventData,SR.SCOPE43.CH08,Acquisition,triggerStamp,"(1,)",1
811,AwakeEventData,SR.SCOPE43.CH08,Acquisition,value,"(1, 252)",252
812,AwakeEventData,SR.SCOPE43.CH08,Acquisition,value_units,"(1,)",1
813,AwakeEventData,SR.SCOPE45.CH01,Acquisition,CTime,"(1,)",1
814,AwakeEventData,SR.SCOPE45.CH01,Acquisition,cycleTag,"(1,)",1
815,AwakeEventData,SR.SCOPE45.CH01,Acquisition,diffStamps,"(1,)",1
816,AwakeEventData,SR.SCOPE45.CH01,Acquisition,firstSampleTime,"(1,)",1
817,AwakeEventData,SR.SCOPE45.CH01,Acquisition,offset,"(1,)",1
818,AwakeEventData,SR.SCOPE45.CH01,Acquisition,sampleInterval,"(1,)",1
819,AwakeEventData,SR.SCOPE45.CH01,Acquisition,sensitivity,"(1,)",1
820,AwakeEventData,SR.SCOPE45.CH01,Acquisition,triggerError,"(1,)",1
821,AwakeEventData,SR.SCOPE45.CH01,Acquisition,triggerStamp,"(1,)",1
822,AwakeEventData,SR.SCOPE45.CH01,Acquisition,value,"(1, 352)",352
823,AwakeEventData,SR.SCOPE45.CH01,Acquisition,value_units,"(1,)",1
824,AwakeEventData,SR.SCOPE45.CH02,Acquisition,CTime,"(1,)",1
825,AwakeEventData,SR.SCOPE45.CH02,Acquisition,cycleTag,"(1,)",1
826,AwakeEventData,SR.SCOPE45.CH02,Acquisition,diffStamps,"(1,)",1
827,AwakeEventData,SR.SCOPE45.CH02,Acquisition,firstSampleTime,"(1,)",1
828,AwakeEventData,SR.SCOPE45.CH02,Acquisition,offset,"(1,)",1
829,AwakeEventData,SR.SCOPE45.CH02,Acquisition,sampleInterval,"(1,)",1
830,AwakeEventData,SR.SCOPE45.CH02,Acquisition,sensitivity,"(1,)",1
831,AwakeEventData,SR.SCOPE45.CH02,Acquisition,triggerError,"(1,)",1
832,AwakeEventData,SR.SCOPE45.CH02,Acquisition,triggerStamp,"(1,)",1
833,AwakeEventData,SR.SCOPE45.CH02,Acquisition,value,"(1, 352)",352
834,AwakeEventData,SR.SCOPE45.CH02,Acquisition,value_units,"(1,)",1
835,AwakeEventData,SR.SCOPE45.CH03,Acquisition,CTime,"(1,)",1
836,AwakeEventData,SR.SCOPE45.CH03,Acquisition,cycleTag,"(1,)",1
837,AwakeEventData,SR.SCOPE45.CH03,Acquisition,diffStamps,"(1,)",1
838,AwakeEventData,SR.SCOPE45.CH03,Acquisition,firstSampleTime,"(1,)",1
839,AwakeEventData,SR.SCOPE45.CH03,Acquisition,offset,"(1,)",1
840,AwakeEventData,SR.SCOPE45.CH03,Acquisition,sampleInterval,"(1,)",1
841,AwakeEventData,SR.SCOPE45.CH03,Acquisition,sensitivity,"(1,)",1
842,AwakeEventData,SR.SCOPE45.CH03,Acquisition,triggerError,"(1,)",1
843,AwakeEventData,SR.SCOPE45.CH03,Acquisition,triggerStamp,"(1,)",1
844,AwakeEventData,SR.SCOPE45.CH03,Acquisition,value,"(1, 352)",352
845,AwakeEventData,SR.SCOPE45.CH03,Acquisition,value_units,"(1,)",1
846,AwakeEventData,SR.SCOPE45.CH04,Acquisition,CTime,"(1,)",1
847,AwakeEventData,SR.SCOPE45.CH04,Acquisition,cycleTag,"(1,)",1
848,AwakeEventData,SR.SCOPE45.CH04,Acquisition,diffStamps,"(1,)",1
849,AwakeEventData,SR.SCOPE45.CH04,Acquisition,firstSampleTime,"(1,)",1
850,AwakeEventData,SR.SCOPE45.CH04,Acquisition,offset,"(1,)",1
851,AwakeEventData,SR.SCOPE45.CH04,Acquisition,sampleInterval,"(1,)",1
852,AwakeEventData,SR.SCOPE45.CH04,Acquisition,sensitivity,"(1,)",1
853,AwakeEventData,SR.SCOPE45.CH04,Acquisition,triggerError,"(1,)",1
854,AwakeEventData,SR.SCOPE45.CH04,Acquisition,triggerStamp,"(1,)",1
855,AwakeEventData,SR.SCOPE45.CH04,Acquisition,value,"(1, 352)",352
856,AwakeEventData,SR.SCOPE45.CH04,Acquisition,value_units,"(1,)",1
857,AwakeEventData,Sps2AwakeSynchro,ProtonDelayNs,delay,"(1,)",1
858,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,channelRead,"(1,)",1
859,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,dataAxis,"(5000,)",5000
860,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,dataValue,"(5000,)",5000
861,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,fileCount,"(1,)",1
862,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,fileName,"(1,)",1
863,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,fileReadDelay,"(1,)",1
864,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,fileTime,"(1,)",1
865,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,headerName,"(100,)",100
866,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH1,FileRead,headerValue,"(100,)",100
867,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,channelRead,"(1,)",1
868,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,dataAxis,"(5000,)",5000
869,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,dataValue,"(5000,)",5000
870,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,fileCount,"(1,)",1
871,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,fileName,"(1,)",1
872,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,fileReadDelay,"(1,)",1
873,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,fileTime,"(1,)",1
874,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,headerName,"(100,)",100
875,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH2,FileRead,headerValue,"(100,)",100
876,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH3,,FileRead,(),1
877,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,channelRead,"(1,)",1
878,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,dataAxis,"(2000,)",2000
879,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,dataValue,"(2000,)",2000
880,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,fileCount,"(1,)",1
881,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,fileName,"(1,)",1
882,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,fileReadDelay,"(1,)",1
883,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,fileTime,"(1,)",1
884,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,headerName,"(100,)",100
885,AwakeEventData,TCC4.AWAKE-SCOPE-CTR.CH4,FileRead,headerValue,"(100,)",100
886,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,dataAcquisitionTime,"(1,)",1
887,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,dataAmplitude,"(768,)",768
888,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,dataDelay,"(768,)",768
889,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,dataImage,"(768, 576)",442368
890,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,fileCount,"(1,)",1
891,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,fileName,"(1,)",1
892,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,fileTime,"(1,)",1
893,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,fittedAmplitude,"(768,)",768
